Policy_Cancelled_Post_Purchase,Policy_Start_Year,Policy_Start_Week,Grace_Period_Extensions,Previous_Policy_Duration_Months,Adult_Dependents,Child_Dependents,Infant_Dependents,Existing_Policyholder,Previous_Claims_Filed,Years_Without_Claims,Policy_Amendments_Count,Underwriting_Processing_Days,Vehicles_on_Policy,Custom_Riders_Requested,Days_Since_Quote,Purchased_Coverage_Bundle,Total_Dependents,Has_Children,Employer_ID_Present,Broker_ID_Missing,Underwriting_Delayed,Fast_Buyer,log_Income,log_Income_Per_Dependent,Risk_Score,Indecision_Score,Policy_Complexity,Month_Num,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Deductible_Tier_Ord,Agency_National,Emp_Employed_FullTime,Emp_Self_Employed,Emp_Unemployed,Acq_Aggregator_Site,Acq_Corporate_Partner,Acq_Direct_Website,Acq_Local_Broker,Broker_ID_TargetEnc,Region_TargetEnc,Employer_ID_TargetEnc
0,2017,33,2,5,2,1.0,0,0,0,0,0,0,0,1,164,4,3.0,1,0,0,0,0,11.258196169805574,9.871940511306747,2,0,1,12,-2.4492935982947064e-16,1.0,-0.7485107481711011,-0.6631226582407952,2,1,1,0,0,1,0,0,0,3.298154445313267,2.7353417202591603,2.7722462297698374
1,2017,35,1,3,2,2.0,0,0,0,0,0,0,0,1,16,6,4.0,1,0,0,0,0,11.377427110572688,9.76803500138206,1,0,1,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,1,1,1,0,0,1,0,0,0,2.7279944094031903,2.7618961488644587,2.7721016236441542
1,2016,40,2,1,2,0.0,0,0,0,0,0,0,0,1,66,2,2.0,0,0,0,0,0,10.585336902272472,9.486775180420455,2,0,1,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,0.1205366802553232,4,0,1,0,0,1,0,0,0,2.828848952938124,2.741728392743705,2.7722462297698374
0,2017,6,2,2,2,0.0,0,0,0,0,1,0,0,1,44,2,2.0,0,0,0,0,0,9.836763177492944,8.738257783190855,2,44,2,6,1.2246467991473532e-16,-1.0,0.6631226582407952,0.7485107481711011,1,1,1,0,0,1,0,0,0,2.864099533024494,2.873653340917678,2.7721016236441542
1,2017,20,0,1,3,0.0,0,0,0,0,0,0,0,0,38,4,3.0,0,0,0,0,0,11.457418568976557,10.071155919643042,0,0,0,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,2,0,1,0,0,0,0,1,0,2.647885216976649,2.626062861041803,2.7722462297698374
0,2016,38,2,8,2,0.0,0,0,0,0,1,0,0,0,277,3,2.0,0,0,0,0,0,10.548013129719473,9.449453330825055,2,277,1,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,2,1,1,0,0,0,0,0,1,2.986142047013982,2.869852256503035,2.7718757197912924
0,2017,31,1,5,2,0.0,0,0,0,0,0,0,0,0,115,2,2.0,0,0,0,0,0,10.179098308935025,9.080561928220968,1,0,0,11,-0.5000000000000004,0.8660254037844384,-0.5680647467311556,-0.8229838658936565,1,0,1,0,0,0,0,0,1,2.674313592700254,2.873653340917678,2.7721016236441542
0,2017,8,0,2,1,0.0,0,0,0,0,4,0,0,2,34,2,1.0,0,0,1,0,0,9.916073515967204,9.222975708833799,0,136,6,6,1.2246467991473532e-16,-1.0,0.8229838658936564,0.5680647467311559,1,0,0,1,0,0,0,0,0,2.581251174118251,2.841735931654188,2.7721016236441542
0,2016,12,2,1,2,0.0,0,0,0,0,0,0,0,0,0,3,2.0,0,0,0,0,1,10.168137664002064,9.069602119832371,2,0,0,7,-0.4999999999999997,-0.8660254037844388,0.992708874098054,0.120536680255323,1,1,1,0,0,1,0,0,0,2.728583246565186,2.6246346197067454,2.7718757197912924
0,2016,34,1,4,2,0.0,0,0,0,0,0,0,0,2,23,2,2.0,0,0,0,0,0,11.467821921854778,10.369230555691281,1,0,2,12,-2.4492935982947064e-16,1.0,-0.8229838658936564,-0.5680647467311559,2,1,1,0,0,1,0,0,0,2.7182234133007244,2.834425338876217,2.7722462297698374
0,2016,52,1,3,2,0.0,0,0,0,0,0,0,0,0,21,7,2.0,0,0,0,0,0,10.789498029984685,9.69092697020121,1,0,0,4,0.8660254037844387,-0.4999999999999998,6.432490598706546e-16,1.0,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.730002356566512,2.771069059750662
0,2016,36,0,3,2,0.0,0,0,0,0,1,0,0,0,88,7,2.0,0,0,0,0,0,11.2310624290377,10.13247665196112,0,88,1,12,-2.4492935982947064e-16,1.0,-0.9350162426854147,-0.3546048870425359,1,1,1,0,0,0,0,1,0,3.6548443682669487,2.822517202044326,2.773039070400976
0,2016,38,0,2,2,0.0,0,0,0,0,0,0,0,1,20,4,2.0,0,0,0,0,0,10.806331682719023,9.707759934725683,0,0,1,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,1,0,1,0,0,1,0,0,0,2.6810329023078534,2.8541757225999156,2.771069059750662
0,2017,30,0,3,2,0.0,0,0,0,0,0,0,0,0,57,2,2.0,0,0,0,0,0,10.137631180557182,9.039098013575103,0,0,0,11,-0.5000000000000004,0.8660254037844384,-0.46472317204376806,-0.8854560256532101,1,0,1,0,0,1,0,0,0,2.6324033048754427,2.841735931654188,2.7721016236441542
0,2015,32,4,9,2,0.0,0,0,0,0,0,0,1,0,43,4,2.0,0,0,0,0,0,10.955125801881266,9.856548449096207,4,0,0,12,-2.4492935982947064e-16,1.0,-0.663122658240795,-0.7485107481711013,1,1,1,0,0,1,0,0,0,2.728261300870928,2.7646248793391384,2.773039070400976
0,2016,37,0,2,2,0.0,0,0,0,0,0,0,1,1,18,2,2.0,0,0,0,0,0,11.104138997248715,10.005556807934058,0,0,1,1,0.49999999999999994,0.8660254037844387,-0.970941817426052,-0.23931566428755774,1,1,1,0,0,1,0,0,0,2.728261300870928,2.619937665862752,2.773039070400976
1,2016,27,2,1,1,0.0,0,0,0,0,0,0,0,1,0,2,1.0,0,0,0,0,1,10.52685959142986,9.833739217186771,2,0,1,10,-0.8660254037844386,0.5000000000000001,-0.12053668025532283,-0.992708874098054,4,0,1,0,0,1,0,0,0,2.8276990465078673,2.7475303860268045,2.7721016236441542
0,2016,47,2,4,2,0.0,0,0,0,0,0,0,0,1,14,2,2.0,0,0,0,0,0,10.270744607910661,9.172201580001717,2,0,1,3,1.0,6.123233995736766e-17,-0.5680647467311559,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.828848952938124,2.8681269105100764,2.7722462297698374
0,2015,43,1,4,2,0.0,0,0,0,0,0,0,0,0,22,4,2.0,0,0,0,0,0,10.307437179549362,9.208891656427717,1,0,0,2,0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1,0,1,0,0,0,0,0,1,2.509207873839536,2.7353417202591603,2.7722462297698374
0,2017,1,0,3,2,0.0,0,0,0,0,0,0,0,1,63,2,2.0,0,0,0,0,0,10.019669751982134,8.921146490650372,0,0,1,5,0.49999999999999994,-0.8660254037844387,0.12053668025532305,0.992708874098054,1,0,1,0,0,1,0,0,0,2.6810329023078534,2.740501244607929,2.771069059750662
0,2016,23,1,1,1,0.0,0,0,0,0,0,0,0,1,94,2,1.0,0,0,0,0,0,10.599378714932111,9.906256465555868,1,0,1,10,-0.8660254037844386,0.5000000000000001,0.35460488704253584,-0.9350162426854147,1,0,1,0,0,1,0,0,0,2.828848952938124,2.7381464684946524,2.7722462297698374
0,2016,14,2,1,3,0.0,0,0,0,0,0,0,1,1,0,4,3.0,0,0,0,0,1,10.925442314003094,9.539201935038875,2,0,1,8,-0.8660254037844384,-0.5000000000000004,0.992708874098054,-0.12053668025532288,1,0,1,0,0,1,0,0,0,2.836790606428774,2.746246259308815,2.7718757197912924
0,2015,53,1,1,2,0.0,0,0,0,0,0,0,1,2,11,3,2.0,0,0,0,0,0,10.215083275729675,9.116544212131666,1,0,2,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,1,1,1,0,0,1,0,0,0,2.731333256828505,2.7806139718542586,2.771069059750662
0,2015,48,1,4,1,0.0,0,0,0,0,0,0,0,0,40,4,1.0,0,0,0,0,0,10.584733948844748,9.89161206726179,1,0,0,3,1.0,6.123233995736766e-17,-0.4647231720437684,0.88545602565321,1,0,0,0,0,1,0,0,0,2.836790606428774,2.8988226421989527,2.7718757197912924
1,2016,35,1,3,3,0.0,0,0,0,0,0,0,0,1,31,4,3.0,0,0,0,0,0,10.940373717123533,9.554132538138996,1,0,1,12,-2.4492935982947064e-16,1.0,-0.8854560256532096,-0.4647231720437691,1,0,1,0,0,1,0,0,0,2.828848952938124,2.8681269105100764,2.7722462297698374
0,2016,22,0,3,2,2.0,0,0,0,0,0,0,1,1,23,1,4.0,1,0,0,0,0,11.36906964409826,9.75967791930191,0,0,1,9,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,1,0,1,0,0,0,0,1,0,2.6404476220729736,2.6246346197067454,2.7718757197912924
0,2015,42,1,1,2,0.0,0,0,0,0,0,0,1,1,21,2,2.0,0,0,0,0,0,10.360436653514398,9.261887684098497,1,0,1,2,0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1,0,1,0,0,1,0,0,0,2.836790606428774,2.770193427271428,2.7718757197912924
1,2016,50,0,4,2,0.0,0,0,0,0,0,0,0,0,56,4,2.0,0,0,0,0,0,10.433688653559178,9.335135211820807,0,0,0,4,0.8660254037844387,-0.4999999999999998,-0.2393156642875578,0.970941817426052,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.749738637018215,2.771069059750662
0,2017,32,0,5,2,0.0,0,0,0,0,0,0,0,0,160,2,2.0,0,0,0,0,0,10.824837465146217,9.726264973829997,0,0,0,12,-2.4492935982947064e-16,1.0,-0.663122658240795,-0.7485107481711013,2,0,1,0,0,1,0,0,0,2.828848952938124,2.834425338876217,2.7722462297698374
0,2017,25,2,8,2,0.0,0,0,0,0,1,0,0,0,246,3,2.0,0,0,0,0,0,10.819460433901162,9.720888157148606,2,246,1,10,-0.8660254037844386,0.5000000000000001,0.12053668025532308,-0.992708874098054,2,1,1,0,0,1,0,0,0,2.864099533024494,2.6801663303481655,2.7721016236441542
0,2017,5,0,2,3,0.0,0,0,0,0,0,0,0,1,15,4,3.0,0,0,0,0,0,10.977672576739272,9.591429450709555,0,0,1,6,1.2246467991473532e-16,-1.0,0.5680647467311558,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.620213910149435,2.771069059750662
0,2015,33,0,2,2,0.0,0,0,0,0,0,0,0,0,33,2,2.0,0,0,0,0,0,10.67417130302817,9.575605282948764,0,0,0,12,-2.4492935982947064e-16,1.0,-0.7485107481711011,-0.6631226582407952,2,0,0,1,0,0,0,0,1,2.4368111058927644,2.6801663303481655,2.7721016236441542
1,2016,13,0,3,2,1.0,0,0,0,0,1,0,0,1,31,2,3.0,1,0,0,0,0,10.187241796157993,8.801060371410246,0,31,2,7,-0.4999999999999997,-0.8660254037844388,1.0,-1.6081226496766364e-16,1,0,1,0,0,0,0,0,1,2.634554552935311,2.6243312997633286,2.7721016236441542
0,2017,19,0,1,2,0.0,0,0,0,0,1,0,0,0,38,2,2.0,0,0,0,0,0,10.898275367452005,9.79970005829041,0,38,1,9,-1.0,-1.8369701987210297e-16,0.7485107481711013,-0.663122658240795,1,0,0,1,0,0,0,0,0,2.662451136915116,2.7742443737605322,2.7722462297698374
0,2016,36,2,2,2,0.0,0,0,0,0,0,0,0,0,77,2,2.0,0,0,0,0,0,10.574640881821184,9.476079703721856,2,0,0,1,0.49999999999999994,0.8660254037844387,-0.9350162426854147,-0.3546048870425359,1,0,1,0,0,0,0,0,1,2.7076640562306613,2.6912171911376417,2.7722462297698374
1,2015,40,2,5,2,0.0,0,0,0,0,1,0,0,1,56,4,2.0,0,0,0,0,0,10.183576495002566,9.08503977513138,2,56,2,2,0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1,1,1,0,0,1,0,0,0,2.7182234133007244,2.626062861041803,2.7722462297698374
1,2016,53,0,2,2,0.0,0,0,0,0,0,0,0,0,6,3,2.0,0,0,0,0,1,10.094122374850109,8.995592726200062,0,0,0,4,0.8660254037844387,-0.4999999999999998,0.12053668025532314,0.992708874098054,1,1,1,0,0,0,0,1,0,3.660579193778752,2.6246346197067454,2.7718757197912924
0,2017,13,0,2,2,0.0,0,0,0,0,0,0,0,2,3,2,2.0,0,0,0,0,1,10.593388218867092,9.494826091530376,0,0,2,7,-0.4999999999999997,-0.8660254037844388,1.0,-1.6081226496766364e-16,1,0,1,0,0,1,0,0,0,2.828848952938124,2.626062861041803,2.7722462297698374
1,2016,47,0,3,2,0.0,0,0,0,0,0,0,0,1,92,4,2.0,0,0,0,0,0,10.455194721049224,9.356640027292505,0,0,1,3,1.0,6.123233995736766e-17,-0.5680647467311559,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.8903002604354273,2.773039070400976
0,2017,31,0,1,1,0.0,0,0,0,0,1,0,1,0,0,2,1.0,0,1,1,0,1,10.242121023435702,9.549009479422894,0,0,1,12,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936565,1,0,1,0,0,0,1,0,0,2.5966078088390705,2.626062861041803,2.3088237347251486
0,2016,32,0,5,2,0.0,0,0,0,0,0,0,0,2,175,2,2.0,0,0,0,0,0,11.028778610160868,9.930198776764934,0,0,2,12,-2.4492935982947064e-16,1.0,-0.663122658240795,-0.7485107481711013,1,1,1,0,0,1,0,0,0,2.728261300870928,2.619937665862752,2.773039070400976
1,2016,3,4,10,1,0.0,0,0,0,0,0,0,0,0,26,2,1.0,0,0,0,0,0,10.276467691348742,9.583354944141497,4,0,0,5,0.49999999999999994,-0.8660254037844387,0.3546048870425356,0.9350162426854148,1,0,1,0,0,0,0,1,0,2.649645790891766,2.917617656488656,2.7721016236441542
1,2016,20,2,5,2,0.0,0,0,0,0,0,0,0,0,103,2,2.0,0,0,0,0,0,10.483365246036819,9.38480895248595,2,0,0,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,4,0,1,0,0,1,0,0,0,2.828848952938124,2.6912171911376417,2.7722462297698374
0,2017,33,2,5,3,0.0,0,0,0,0,1,0,1,2,55,3,3.0,0,0,0,0,0,11.709819985102795,10.323550261997095,2,55,3,12,-2.4492935982947064e-16,1.0,-0.7485107481711011,-0.6631226582407952,1,1,1,0,0,1,0,0,0,2.7279944094031903,2.6243312997633286,2.7721016236441542
0,2016,26,0,1,2,0.0,0,0,0,0,0,0,0,1,0,2,2.0,0,0,0,0,1,10.513772011250957,9.415214040740606,0,0,1,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.8903002604354273,2.773039070400976
1,2016,16,2,1,2,2.0,0,0,0,0,0,0,0,0,57,3,4.0,1,0,0,0,0,10.93000090087597,9.320634636653482,2,0,0,8,-0.8660254037844384,-0.5000000000000004,0.9350162426854148,-0.35460488704253545,1,0,1,0,0,0,0,1,0,2.649645790891766,2.8666436226602534,2.7721016236441542
0,2017,31,1,3,3,0.0,0,0,0,0,2,0,1,0,114,4,3.0,0,0,0,0,0,11.413936165497553,10.02767492546372,1,228,2,12,-2.4492935982947064e-16,1.0,-0.5680647467311556,-0.8229838658936565,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.8343403121326336,2.773039070400976
0,2016,39,0,1,2,2.0,0,0,0,0,0,0,0,2,7,7,4.0,1,0,0,0,0,11.230405114547406,9.6210202594565,0,0,2,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.837627653282513,2.773039070400976
0,2016,38,1,0,2,1.0,0,0,0,0,1,0,0,2,13,2,3.0,1,0,0,0,0,10.645331083341308,9.259108154942776,1,13,3,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,1,0,1,0,0,1,0,0,0,2.836790606428774,2.6246346197067454,2.7718757197912924
0,2016,41,3,6,2,0.0,0,0,0,0,0,0,0,1,47,1,2.0,0,0,0,0,0,11.157571077284576,10.058987321932682,3,0,1,2,0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1,0,1,0,0,0,0,1,0,2.619018071833508,2.8541757225999156,2.771069059750662
1,2017,26,2,2,2,0.0,0,0,0,0,0,0,0,0,58,4,2.0,0,0,0,0,0,10.206345388368124,9.107806967382345,2,0,0,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,1,1,1,0,0,0,1,0,0,2.8270082034786967,2.620213910149435,2.771069059750662
1,2017,34,2,5,2,0.0,0,0,0,0,0,0,0,0,210,2,2.0,0,0,0,0,0,10.47817969044356,9.379623688004447,2,0,0,12,-2.4492935982947064e-16,1.0,-0.8229838658936564,-0.5680647467311559,2,0,1,0,0,0,0,0,1,2.7436386832660964,2.6246346197067454,2.7718757197912924
0,2016,22,0,1,1,0.0,0,0,0,0,0,0,0,0,15,2,1.0,0,0,0,0,0,10.554452960329607,9.861331856531304,0,0,0,9,-1.0,-1.8369701987210297e-16,0.46472317204376906,-0.8854560256532096,1,0,1,0,0,1,0,0,0,2.828848952938124,2.7381464684946524,2.7722462297698374
0,2016,34,0,2,2,0.0,0,0,0,0,0,0,0,1,184,2,2.0,0,0,0,0,0,10.410426834248335,9.311874777400474,0,0,1,12,-2.4492935982947064e-16,1.0,-0.8229838658936564,-0.5680647467311559,4,0,1,0,0,1,0,0,0,2.8276990465078673,2.7688928281029224,2.7721016236441542
0,2016,38,0,2,1,0.0,0,0,0,0,0,0,0,2,28,2,1.0,0,0,0,0,0,10.765476046636904,10.07234998192717,0,0,2,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,-0.12053668025532357,4,0,1,0,0,1,0,0,0,2.828848952938124,2.834425338876217,2.7722462297698374
1,2016,36,2,4,2,0.0,1,0,0,0,1,0,0,1,130,2,3.0,1,0,0,0,0,10.887858339406998,9.501620027857362,2,130,2,1,0.49999999999999994,0.8660254037844387,-0.9350162426854147,-0.3546048870425359,1,1,1,0,0,1,0,0,0,2.7279944094031903,2.7430996354484845,2.7721016236441542
0,2016,20,1,0,1,0.0,0,0,0,0,0,0,0,1,48,2,1.0,0,0,0,0,0,10.60917922096489,9.916056728446847,1,0,1,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,1,0,1,0,0,1,0,0,0,2.8276990465078673,2.6243312997633286,2.7721016236441542
1,2017,29,2,4,2,0.0,0,0,0,0,0,0,0,4,351,4,2.0,0,0,0,0,0,10.782993545860233,9.684422755117854,2,0,4,11,-0.5000000000000004,0.8660254037844384,-0.3546048870425356,-0.9350162426854148,1,1,1,0,0,1,0,0,0,2.728583246565186,2.8220006343972877,2.7718757197912924
0,2017,12,0,3,2,0.0,0,0,0,0,0,0,0,3,64,4,2.0,0,0,0,0,0,10.639085320738333,9.540520952813157,0,0,3,7,-0.4999999999999997,-0.8660254037844388,0.992708874098054,0.120536680255323,1,0,1,0,0,1,0,0,0,2.8276990465078673,2.873653340917678,2.7721016236441542
0,2017,26,0,1,2,0.0,0,0,0,0,0,0,0,1,12,2,2.0,0,0,0,0,0,10.72711876849045,9.628550362384711,0,0,1,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,4,0,1,0,0,1,0,0,0,2.668500349038625,2.683600349574328,2.773039070400976
1,2016,20,0,2,2,0.0,0,0,0,0,1,0,0,0,510,2,2.0,0,0,0,0,0,9.069046356576278,7.970664394027938,0,510,1,9,-1.0,-1.8369701987210297e-16,0.6631226582407952,-0.7485107481711012,2,1,0,1,0,0,0,0,0,2.7318712785635566,2.620213910149435,2.771069059750662
0,2016,6,2,1,2,0.0,0,0,0,0,0,0,0,0,72,4,2.0,0,0,1,0,0,10.062915710516773,8.964388681335965,2,0,0,6,1.2246467991473532e-16,-1.0,0.6631226582407952,0.7485107481711011,1,1,0,1,0,0,0,0,0,2.583448877706838,2.6246346197067454,2.7718757197912924
0,2017,30,0,4,2,2.0,0,0,0,0,0,0,0,0,148,6,4.0,1,0,0,0,0,11.220537805254574,9.611153476274238,0,0,0,11,-0.5000000000000004,0.8660254037844384,-0.46472317204376806,-0.8854560256532101,1,1,1,0,0,0,0,1,0,3.660579193778752,2.8687105505027812,2.7718757197912924
0,2016,48,0,1,2,0.0,0,0,0,0,0,0,0,1,16,2,2.0,0,0,0,0,0,10.339161090020133,9.24061348214586,0,0,1,3,1.0,6.123233995736766e-17,-0.4647231720437684,0.88545602565321,2,1,1,0,0,1,0,0,0,2.7279944094031903,2.6243312997633286,2.7721016236441542
0,2016,6,0,1,2,0.0,0,0,0,0,0,0,0,0,14,2,2.0,0,0,0,0,0,10.270409664455647,9.171866659748225,0,0,0,6,1.2246467991473532e-16,-1.0,0.6631226582407952,0.7485107481711011,1,0,1,0,0,1,0,0,0,2.59274836901692,2.620213910149435,2.771069059750662
0,2016,31,0,1,2,1.0,0,0,0,0,0,0,1,1,124,2,3.0,1,0,0,0,0,11.027064286763379,9.640818691683869,0,0,1,11,-0.5000000000000004,0.8660254037844384,-0.5680647467311556,-0.8229838658936565,2,0,1,0,0,1,0,0,0,2.8318616174293143,2.7646248793391384,2.773039070400976
0,2016,6,0,2,1,0.0,0,0,0,0,0,0,0,2,0,2,1.0,0,0,0,0,1,10.510818913869635,9.817698973079318,0,0,2,6,1.2246467991473532e-16,-1.0,0.6631226582407952,0.7485107481711011,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.7772425842406867,2.771069059750662
0,2017,27,2,2,2,0.0,0,0,0,0,0,0,0,2,17,2,2.0,0,0,0,0,0,10.48177311344536,9.383216909114648,2,0,2,11,-0.5000000000000004,0.8660254037844384,-0.12053668025532283,-0.992708874098054,4,0,1,0,0,1,0,0,0,2.6566255140442068,2.7688928281029224,2.7721016236441542
0,2017,26,0,2,2,0.0,0,0,0,0,0,0,0,1,85,2,2.0,0,0,0,0,0,10.547488868172628,9.448929096803072,0,0,1,10,-0.8660254037844386,0.5000000000000001,-3.216245299353273e-16,-1.0,4,0,0,1,0,1,0,0,0,2.8276990465078673,2.7618961488644587,2.7721016236441542
0,2017,19,1,1,1,0.0,0,0,1,13,0,0,1,1,9,2,1.0,0,1,1,0,0,9.677810795363563,8.984726271366725,-11,0,1,9,-1.0,-1.8369701987210297e-16,0.7485107481711013,-0.663122658240795,1,1,1,0,0,0,1,0,0,2.5966078088390705,2.626062861041803,2.727103387497996
1,2016,5,1,2,2,0.0,0,0,0,0,1,0,0,1,30,0,2.0,0,0,0,0,0,10.093676414104209,8.99514680231506,1,30,2,5,0.49999999999999994,-0.8660254037844387,0.5680647467311558,0.8229838658936564,1,0,1,0,0,1,0,0,0,2.8318616174293143,2.709558931596784,2.773039070400976
0,2016,40,0,3,2,0.0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,1,10.682781465555001,9.58421504881477,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.992708874098054,0.1205366802553232,2,0,0,1,0,0,1,0,0,2.7391415230525986,2.770193427271428,2.7718757197912924
0,2016,45,2,0,2,0.0,0,0,0,0,0,0,1,0,0,2,2.0,0,0,0,0,1,10.024898665420405,8.92637493980792,2,0,0,2,0.8660254037844386,0.5000000000000001,-0.7485107481711011,0.6631226582407952,1,1,1,0,0,1,0,0,0,2.731333256828505,2.8148483078241346,2.771069059750662
0,2017,32,1,4,2,0.0,0,0,0,0,0,0,0,1,32,2,2.0,0,0,0,0,0,10.855938357039676,9.757364647063133,1,0,1,12,-2.4492935982947064e-16,1.0,-0.663122658240795,-0.7485107481711013,1,0,1,0,0,1,0,0,0,2.8342841875511606,2.7772425842406867,2.771069059750662
